cluster_id,timeslice,cpu_cap,mem_cap,vf_cap,cpu_load,mem_load,vf_load
0,0,50,134357,0,13,27648,0
0,1,50,134357,0,10,20275,0
0,2,83,224456,0,23,50994,0
0,3,83,224456,0,17,53452,0
0,4,83,224456,0,15,31948,0
0,5,83,224456,0,1,15360,0
0,6,83,224456,0,9,19660,0
0,7,83,224456,0,7,14131,0
0,8,83,224456,0,7,18432,0
0,9,83,224456,0,0,0,0
0,10,83,224456,0,24,62667,0
0,11,83,224456,0,8,14131,0
0,12,83,224456,0,4,9216,0
0,13,83,224456,0,0,0,0
0,14,83,224456,0,8,17203,0
0,15,83,224456,0,0,0,0
0,16,83,224456,0,14,30720,0
0,17,83,224456,0,14,30720,0
0,18,83,224456,0,0,0,0
0,19,83,224456,0,0,0,0
0,20,83,224456,0,0,0,0
0,21,83,224456,0,0,0,0
0,22,83,224456,0,0,0,0
0,23,83,224456,0,0,0,0
0,24,83,224456,0,0,0,0
0,25,83,224456,0,0,0,0
0,26,83,224456,0,0,0,0
0,27,83,224456,0,0,0,0
0,28,83,224456,0,0,0,0
0,29,83,224456,0,0,0,0
0,30,83,224456,0,0,0,0
0,31,83,224456,0,0,0,0
0,32,83,224456,0,0,0,0
0,33,83,224456,0,0,0,0
0,34,83,224456,0,0,0,0
0,35,83,224456,0,0,0,0
0,36,83,224456,0,0,0,0
0,37,83,224456,0,0,0,0
1,0,84,270231,0,0,0,0
1,1,84,270231,0,0,0,0
1,2,84,270231,0,27,54067,0
1,3,84,270231,0,28,56524,0
1,4,84,270231,0,0,0,0
1,5,84,270231,0,0,0,0
1,6,84,270231,0,0,0,0
1,7,84,270231,0,0,0,0
1,8,84,270231,0,0,0,0
1,9,84,270231,0,0,0,0
1,10,84,270231,0,0,0,0
1,11,84,270231,0,0,0,0
1,12,84,270231,0,0,0,0
1,13,84,270231,0,0,0,0
1,14,84,270231,0,0,0,0
1,15,84,270231,0,0,0,0
1,16,84,270231,0,0,0,0
1,17,84,270231,0,0,0,0
1,18,84,270231,0,0,0,0
1,19,84,270231,0,0,0,0
1,20,84,270231,0,0,0,0
1,21,84,270231,0,0,0,0
1,22,84,270231,0,0,0,0
1,23,84,270231,0,0,0,0
1,24,84,270231,0,0,0,0
1,25,84,270231,0,0,0,0
1,26,84,270231,0,0,0,0
1,27,84,270231,0,0,0,0
1,28,84,270231,0,0,0,0
1,29,84,270231,0,0,0,0
1,30,84,270231,0,0,0,0
1,31,84,270231,0,0,0,0
1,32,84,270231,0,0,0,0
1,33,84,270231,0,0,0,0
1,34,84,270231,0,0,0,0
1,35,84,270231,0,0,0,0
1,36,84,270231,0,0,0,0
1,37,84,270231,0,0,0,0
2,0,204,565689,180,0,0,0
2,1,204,565689,180,0,0,0
2,2,171,475590,180,14,28876,0
2,3,171,475590,180,0,0,0
2,4,171,475590,180,1,3072,0
2,5,171,475590,180,2,2917,0
2,6,171,475590,180,1,2457,0
2,7,171,475590,180,0,0,0
2,8,171,475590,180,1,2457,0
2,9,171,475590,180,0,0,0
2,10,171,475590,180,0,0,0
2,11,171,475590,180,0,0,0
2,12,171,475590,180,0,0,0
2,13,171,475590,180,0,0,0
2,14,171,475590,180,0,0,0
2,15,171,475590,180,1,2457,0
2,16,171,475590,180,0,0,0
2,17,171,475590,180,0,0,0
2,18,171,475590,180,0,0,0
2,19,171,475590,180,0,0,0
2,20,171,475590,180,0,0,0
2,21,171,475590,180,0,0,0
2,22,171,475590,180,0,0,0
2,23,171,475590,180,0,0,0
2,24,171,475590,180,1,460,0
2,25,171,475590,180,1,460,0
2,26,171,475590,180,0,0,0
2,27,171,475590,180,22,132710,0
2,28,171,475590,180,3,6758,0
2,29,171,475590,180,0,0,0
2,30,171,475590,180,0,0,0
2,31,171,475590,180,0,0,0
2,32,171,475590,180,0,0,0
2,33,171,475590,180,0,0,0
2,34,171,475590,180,10,22118,6
2,35,171,475590,180,10,22118,6
2,36,171,475590,180,10,22118,6
2,37,171,475590,180,10,22118,6
