cluster_id,timeslice,cpu_cap,mem_cap,vf_cap,cpu_load,mem_load,vf_load
0,0,50,134357,0,13,27648,0
0,1,111,314510,0,10,20275,0
0,2,111,314510,0,64,133937,0
0,3,111,314510,0,44,107519,0
0,4,111,314510,0,15,31948,0
0,5,111,314510,0,2,15820,0
0,6,111,314510,0,9,19660,0
0,7,111,314510,0,7,14131,0
0,8,111,314510,0,7,18432,0
0,9,111,314510,0,0,0,0
0,10,111,314510,0,24,62667,0
0,11,111,314510,0,8,14131,0
0,12,111,314510,0,4,9216,0
0,13,111,314510,0,0,0,0
0,14,111,314510,0,8,17203,0
0,15,111,314510,0,0,0,0
0,16,111,314510,0,14,30720,0
0,17,111,314510,0,14,30720,0
0,18,111,314510,0,0,0,0
0,19,111,314510,0,0,0,0
0,20,111,314510,0,0,0,0
0,21,111,314510,0,0,0,0
0,22,111,314510,0,0,0,0
0,23,111,314510,0,0,0,0
0,24,111,314510,0,0,0,0
0,25,111,314510,0,0,0,0
0,26,111,314510,0,0,0,0
0,27,111,314510,0,0,0,0
0,28,111,314510,0,0,0,0
0,29,111,314510,0,0,0,0
0,30,111,314510,0,0,0,0
0,31,111,314510,0,0,0,0
0,32,111,314510,0,0,0,0
0,33,111,314510,0,0,0,0
0,34,111,314510,0,0,0,0
0,35,111,314510,0,0,0,0
0,36,111,314510,0,0,0,0
0,37,111,314510,0,0,0,0
1,0,84,270231,0,0,0,0
1,1,56,180154,0,0,0,0
1,2,56,180154,0,0,0,0
1,3,56,180154,0,1,2457,0
1,4,56,180154,0,0,0,0
1,5,56,180154,0,0,0,0
1,6,56,180154,0,0,0,0
1,7,56,180154,0,0,0,0
1,8,56,180154,0,0,0,0
1,9,56,180154,0,0,0,0
1,10,56,180154,0,0,0,0
1,11,56,180154,0,0,0,0
1,12,56,180154,0,0,0,0
1,13,56,180154,0,0,0,0
1,14,56,180154,0,0,0,0
1,15,56,180154,0,0,0,0
1,16,56,180154,0,0,0,0
1,17,56,180154,0,0,0,0
1,18,56,180154,0,0,0,0
1,19,56,180154,0,0,0,0
1,20,56,180154,0,0,0,0
1,21,56,180154,0,0,0,0
1,22,56,180154,0,0,0,0
1,23,56,180154,0,0,0,0
1,24,56,180154,0,0,0,0
1,25,56,180154,0,0,0,0
1,26,56,180154,0,0,0,0
1,27,56,180154,0,22,132710,0
1,28,56,180154,0,0,0,0
1,29,56,180154,0,0,0,0
1,30,56,180154,0,0,0,0
1,31,56,180154,0,0,0,0
1,32,56,180154,0,0,0,0
1,33,56,180154,0,0,0,0
1,34,56,180154,0,0,0,0
1,35,56,180154,0,0,0,0
1,36,56,180154,0,0,0,0
1,37,56,180154,0,0,0,0
2,0,204,565689,180,0,0,0
2,1,171,475613,135,0,0,0
2,2,171,475613,135,0,0,0
2,3,171,475613,135,0,0,0
2,4,171,475613,135,1,3072,0
2,5,171,475613,135,1,2457,0
2,6,171,475613,135,1,2457,0
2,7,171,475613,135,0,0,0
2,8,171,475613,135,1,2457,0
2,9,171,475613,135,0,0,0
2,10,171,475613,135,0,0,0
2,11,171,475613,135,0,0,0
2,12,171,475613,135,0,0,0
2,13,171,475613,135,0,0,0
2,14,171,475613,135,0,0,0
2,15,171,475613,135,1,2457,0
2,16,171,475613,135,0,0,0
2,17,171,475613,135,0,0,0
2,18,171,475613,135,0,0,0
2,19,171,475613,135,0,0,0
2,20,171,475613,135,0,0,0
2,21,171,475613,135,0,0,0
2,22,171,475613,135,0,0,0
2,23,171,475613,135,0,0,0
2,24,171,475613,135,1,460,0
2,25,171,475613,135,1,460,0
2,26,171,475613,135,0,0,0
2,27,171,475613,135,0,0,0
2,28,171,475613,135,3,6758,0
2,29,171,475613,135,0,0,0
2,30,171,475613,135,0,0,0
2,31,171,475613,135,0,0,0
2,32,171,475613,135,0,0,0
2,33,171,475613,135,0,0,0
2,34,171,475613,135,10,22118,6
2,35,171,475613,135,10,22118,6
2,36,171,475613,135,10,22118,6
2,37,171,475613,135,10,22118,6
