timeslice,cluster_id,cluster_name,cpu_cap,mem_cap,vf_cap,cpu_req,mem_req,vf_req,job_count,cpu_utilization,mem_utilization,vf_utilization,time_minutes
1279,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,319.75
1280,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,320.0
1280,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,320.0
1280,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,320.0
1280,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,320.0
1281,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,320.25
1281,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,320.25
1281,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,320.25
1281,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,320.25
1282,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,320.5
1282,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,320.5
1282,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,320.5
1282,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,320.5
1283,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,320.75
1283,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,320.75
1283,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,320.75
1283,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,320.75
1284,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,321.0
1284,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,321.0
1284,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,321.0
1284,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,321.0
1285,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,321.25
1285,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,321.25
1285,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,321.25
1285,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,321.25
1286,0,k8s-cicd,152.0,383875.0,0,39.0,176332,0,10,25.657894736842106,45.934744382937154,0.0,321.5
1286,1,k8s-mano,240.0,772089.0,0,17.0,54066,0,2,7.083333333333333,7.002560585631967,0.0,321.5
1286,2,pat-141,80.0,385437.0,0,34.0,76185,0,2,42.5,19.76587613539956,0.0,321.5
1286,3,pat-171,600.0,1616261.0,512,3.0,7372,2,1,0.5,0.45611445181192894,0.390625,321.5
