timeslice,cluster_id,cluster_name,cpu_cap,mem_cap,vf_cap,cpu_req,mem_req,vf_req,job_count,cpu_utilization,mem_utilization,vf_utilization,time_minutes
20,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,5.0
20,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,5.0
21,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,5.25
21,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,5.25
21,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,5.25
22,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,5.5
22,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,5.5
22,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,5.5
23,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,5.75
23,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,5.75
23,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,5.75
24,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,6.0
24,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,6.0
24,2,pat-171,210.0,565689,180,1.0,460,0,1,0.4761904761904762,0.08131676592615376,0.0,6.0
25,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,6.25
25,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,6.25
25,2,pat-171,210.0,565689,180,1.0,460,0,1,0.4761904761904762,0.08131676592615376,0.0,6.25
26,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,6.5
26,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,6.5
26,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,6.5
27,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,6.75
27,1,k8s-mano,84.0,270231,0,22.0,132710,0,1,26.190476190476193,49.10983565912127,0.0,6.75
27,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,6.75
28,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,7.0
28,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,7.0
28,2,pat-171,210.0,565689,180,3.0,6758,0,1,1.4285714285714286,1.194649356802059,0.0,7.0
29,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,7.25
29,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,7.25
29,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,7.25
30,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,7.5
30,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,7.5
30,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,7.5
31,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,7.75
31,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,7.75
31,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,7.75
32,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,8.0
32,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,8.0
32,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,8.0
33,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,8.25
33,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,8.25
33,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,8.25
34,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,8.5
34,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,8.5
34,2,pat-171,210.0,565689,180,10.0,22118,6,1,4.761904761904762,3.909922236423194,3.3333333333333335,8.5
35,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,8.75
35,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,8.75
35,2,pat-171,210.0,565689,180,10.0,22118,6,1,4.761904761904762,3.909922236423194,3.3333333333333335,8.75
36,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,9.0
36,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,9.0
36,2,pat-171,210.0,565689,180,10.0,22118,6,1,4.761904761904762,3.909922236423194,3.3333333333333335,9.0
37,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,9.25
37,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,9.25
37,2,pat-171,210.0,565689,180,10.0,22118,6,1,4.761904761904762,3.909922236423194,3.3333333333333335,9.25
38,0,k8s-cicd,53.20000000000002,134357,0,0.0,0,0,0,0.0,0.0,0.0,9.5
38,1,k8s-mano,84.0,270231,0,0.0,0,0,0,0.0,0.0,0.0,9.5
38,2,pat-171,210.0,565689,180,0.0,0,0,0,0.0,0.0,0.0,9.5
