cluster_id,timeslice,cpu_cap,mem_cap,vf_cap,cpu_load,mem_load,vf_load
0,0,38,115160,0,9,36249,0
0,1,66,192368,0,31,88473,0
0,2,66,192368,0,33,77413,0
0,3,66,192368,0,6,12288,0
0,4,66,192368,0,30,73113,0
0,5,38,115160,0,17,66355,0
0,6,38,115160,0,19,56524,0
0,7,38,115160,0,1,6144,0
0,8,38,115160,0,25,69426,0
0,9,38,115160,0,13,21503,0
0,10,38,115160,0,14,18431,0
0,11,38,115160,0,4,4915,0
0,12,38,115160,0,10,31948,0
0,13,38,115160,0,5,19660,0
0,14,38,115160,0,16,32563,0
0,15,38,115160,0,6,12288,0
0,16,38,115160,0,4,9216,0
0,17,38,115160,0,4,9216,0
0,18,38,115160,0,0,0,0
0,19,38,115160,0,0,0,0
0,20,38,115160,0,0,0,0
0,21,38,115160,0,0,0,0
0,22,38,115160,0,2,22118,0
0,23,38,115160,0,2,22118,0
0,24,38,115160,0,0,0,0
0,25,38,115160,0,0,0,0
0,26,38,115160,0,10,36864,0
0,27,38,115160,0,10,36864,0
0,28,38,115160,0,0,0,0
0,29,38,115160,0,0,0,0
0,30,38,115160,0,0,0,0
0,31,38,115160,0,0,0,0
0,32,38,115160,0,0,0,0
0,33,38,115160,0,0,0,0
0,34,38,115160,0,0,0,0
0,35,38,115160,0,0,0,0
0,36,38,115160,0,0,0,0
0,37,38,115160,0,0,0,0
1,0,72,231627,0,0,0,0
1,1,72,231627,0,0,0,0
1,2,72,231627,0,0,0,0
1,3,72,231627,0,1,2457,0
1,4,72,231627,0,0,0,0
1,5,100,308835,0,0,0,0
1,6,100,308835,0,0,0,0
1,7,100,308835,0,0,0,0
1,8,100,308835,0,0,0,0
1,9,100,308835,0,0,0,0
1,10,100,308835,0,0,0,0
1,11,100,308835,0,0,0,0
1,12,100,308835,0,0,0,0
1,13,100,308835,0,0,0,0
1,14,100,308835,0,0,0,0
1,15,100,308835,0,0,0,0
1,16,100,308835,0,0,0,0
1,17,100,308835,0,0,0,0
1,18,100,308835,0,0,0,0
1,19,100,308835,0,0,0,0
1,20,100,308835,0,0,0,0
1,21,100,308835,0,0,0,0
1,22,100,308835,0,0,0,0
1,23,100,308835,0,0,0,0
1,24,100,308835,0,0,0,0
1,25,100,308835,0,0,0,0
1,26,100,308835,0,0,0,0
1,27,100,308835,0,7,39321,0
1,28,100,308835,0,0,0,0
1,29,100,308835,0,0,0,0
1,30,100,308835,0,0,0,0
1,31,100,308835,0,0,0,0
1,32,100,308835,0,30,203980,0
1,33,100,308835,0,0,0,0
1,34,100,308835,0,0,0,0
1,35,100,308835,0,0,0,0
1,36,100,308835,0,0,0,0
1,37,100,308835,0,0,0,0
2,0,24,115631,0,0,0,0
2,1,24,115631,0,0,0,0
2,2,24,115631,0,0,0,0
2,3,24,115631,0,0,0,0
2,4,24,115631,0,0,0,0
2,5,24,115631,0,1,460,0
2,6,24,115631,0,0,0,0
2,7,24,115631,0,0,0,0
2,8,24,115631,0,0,0,0
2,9,24,115631,0,0,0,0
2,10,24,115631,0,0,0,0
2,11,24,115631,0,0,0,0
2,12,24,115631,0,0,0,0
2,13,24,115631,0,0,0,0
2,14,24,115631,0,0,0,0
2,15,24,115631,0,0,0,0
2,16,24,115631,0,0,0,0
2,17,24,115631,0,0,0,0
2,18,24,115631,0,0,0,0
2,19,24,115631,0,0,0,0
2,20,24,115631,0,0,0,0
2,21,24,115631,0,0,0,0
2,22,24,115631,0,0,0,0
2,23,24,115631,0,0,0,0
2,24,24,115631,0,0,0,0
2,25,24,115631,0,0,0,0
2,26,24,115631,0,0,0,0
2,27,24,115631,0,0,0,0
2,28,24,115631,0,4,4915,0
2,29,24,115631,0,0,0,0
2,30,24,115631,0,0,0,0
2,31,24,115631,0,0,0,0
2,32,24,115631,0,0,0,0
2,33,24,115631,0,0,0,0
2,34,24,115631,0,0,0,0
2,35,24,115631,0,0,0,0
2,36,24,115631,0,0,0,0
2,37,24,115631,0,0,0,0
3,0,174,484878,152,0,0,0
3,1,146,407670,114,0,0,0
3,2,146,407670,114,0,0,0
3,3,146,407670,114,2,3686,4
3,4,146,407670,114,6,13516,4
3,5,146,407670,114,2,3686,4
3,6,146,407670,114,3,6143,4
3,7,146,407670,114,0,0,0
3,8,146,407670,114,1,2457,0
3,9,146,407670,114,0,0,0
3,10,146,407670,114,1,2457,0
3,11,146,407670,114,0,0,0
3,12,146,407670,114,0,0,0
3,13,146,407670,114,0,0,0
3,14,146,407670,114,0,0,0
3,15,146,407670,114,1,2457,0
3,16,146,407670,114,0,0,0
3,17,146,407670,114,0,0,0
3,18,146,407670,114,0,0,0
3,19,146,407670,114,0,0,0
3,20,146,407670,114,1,1228,4
3,21,146,407670,114,1,1228,4
3,22,146,407670,114,1,1228,4
3,23,146,407670,114,1,1228,4
3,24,146,407670,114,1,460,0
3,25,146,407670,114,2,2917,0
3,26,146,407670,114,0,0,0
3,27,146,407670,114,0,0,0
3,28,146,407670,114,0,0,0
3,29,146,407670,114,0,0,0
3,30,146,407670,114,0,0,0
3,31,146,407670,114,0,0,0
3,32,146,407670,114,2,4915,0
3,33,146,407670,114,0,0,0
3,34,146,407670,114,10,22118,6
3,35,146,407670,114,10,22118,6
3,36,146,407670,114,10,22118,6
3,37,146,407670,114,10,22118,6
